patch_id,n_sources_in_patch,source_id,rel_x,rel_y,rel_z,line_flux_integral,hi_size,w20,central_freq,i
patch_000000.npy,2,1056.0,59.68842254437522,121.71115633513256,37.04017224215454,4.513845594065683,6.583567093242847,135.9326501088802,1415163959.3195913,79.47117492453596
patch_000000.npy,2,1068.0,118.1715018632144,44.74611391967597,94.62357960092717,6.765958095742295,8.017801244998916,117.87992498819447,1407091348.9734633,37.561081755674095
patch_000001.npy,3,1061.0,99.89849752345577,38.76456912518698,23.637373187346697,6.13806588109437,2.0502167741757007,50.545852273274754,1399188819.2850509,16.07534073153182
patch_000001.npy,3,1098.0,104.95191306806595,127.79079412831838,126.8330925512073,2.1157848846707865,2.3999061992882513,37.42487958766551,1385108600.189445,11.296926860295386
patch_000001.npy,3,1149.0,70.1648004698678,72.41127239791261,81.68457128851475,7.1078207230793,2.453550303623145,81.45316348896911,1391233726.2548137,26.95562053739832
patch_000002.npy,2,1020.0,20.684527968185794,35.09846340669388,108.91474227514851,1.9320191615069002,2.875770344241337,241.22256537304648,1370397910.9510882,71.64219980125549
patch_000002.npy,2,1048.0,39.85055593776075,62.33921046447662,24.912054233302285,2.6064649426317814,2.16471205773251,200.75490134236236,1381595079.8014355,43.95799559377314
patch_000003.npy,3,1039.0,83.55684159532923,88.08951996315486,124.50179417522531,1.4733872375803436,10.386649707581327,60.76037384079875,1351672939.5120046,32.7038813519092
patch_000003.npy,3,1109.0,38.692817650162496,116.17600078403004,59.16950851855171,15.930475632202969,2.9040331065164784,202.38557119353308,1360128981.763024,78.84516472786785
patch_000003.npy,3,1133.0,107.5327860735098,127.65578380868038,35.77265081302659,6.814098246371798,3.1862194693316175,156.9399311418255,1363183054.564218,32.39756019127833
patch_000004.npy,1,1102.0,78.90857617368027,94.50072217517847,65.63149103633896,5.260889870459258,4.154350540384482,55.21841004726394,1342839133.8870857,24.26963699672904
patch_000005.npy,3,1090.0,69.55852421175688,52.435789174505345,107.82393892171872,5.889539986812118,2.3457503685026557,107.6055503446129,1405253751.532524,29.36610233763687
patch_000005.npy,3,1106.0,74.07470876862982,93.69650337133211,84.0692045129264,11.703910364145584,3.3787063459152042,107.43818077111546,1408564064.9553707,74.08888613183377
patch_000005.npy,3,1161.0,98.6823215022052,56.12627395223947,52.0945984872297,2.1795892048015615,2.0457597928455145,246.4624870515759,1413044552.141164,56.36958129216089
patch_000007.npy,1,1122.0,126.269982316049,82.22732497427393,6.187734134701259,5.60076860909726,2.3272264124116973,93.31685341702239,1384115929.077541,64.80889741830498
patch_000009.npy,4,1023.0,78.91864528654322,85.1449291004113,88.93772512622922,1.0410809280234337,7.696187255125186,60.67627879405527,1339886892.8673823,17.824389379569077
patch_000009.npy,4,1049.0,97.70860698701514,8.301872456026274,75.51731357941946,2.0234238697775844,19.03351980685859,223.53855527806104,1341585292.3123016,79.19418634031902
patch_000009.npy,4,1089.0,102.37387936483884,71.54208486199326,11.491563137266212,2.1800965342215095,3.702590671563138,151.19645696721602,1349747602.7590868,46.372761025291005
patch_000009.npy,4,1115.0,45.08000671521391,115.9999396063995,4.923114919156774,4.404612284227124,12.330297602166809,209.29998347628734,1350590600.9572635,52.20935365268213
patch_000011.npy,3,1019.0,59.29509869585371,121.64663205972425,118.98810722533622,3.961965566657911,5.777462204619644,193.59570097606127,1386169024.631195,40.98772880051129
patch_000011.npy,3,1059.0,16.7298711213533,32.28590961184466,71.94854076379042,4.742220027749061,2.34964476821672,108.45755826907966,1392561683.3490784,57.686353176175245
patch_000011.npy,3,1101.0,92.35723060204846,36.3328819032302,106.3871185040716,6.931864192082199,4.334332262033657,295.11236504391167,1387875731.6418731,82.4502529502389
patch_000012.npy,2,1000.0,17.94110045128061,35.71159513376091,84.61040322695669,1.9751887409480555,2.085505391766083,94.3565055538448,1373618863.502235,52.810947976929555
patch_000012.npy,2,1064.0,124.78605933048986,92.36786322108043,39.73775623545265,4.848580710669551,2.7238724551070113,139.58481946033052,1379605604.4063025,47.99601546360334
patch_000013.npy,1,1086.0,118.73843842376613,31.138049365785037,11.093110118005313,5.503422439246416,8.048526301760791,273.5938114598663,1366419459.5981598,69.50949120097656
patch_000014.npy,2,1036.0,32.31079285919912,33.16691526501461,19.78889221911743,11.225679781341718,8.31727476726275,167.33841421949373,1348684222.154695,70.4842974693519
patch_000014.npy,2,1073.0,79.61349346861867,7.282896689994459,15.3622200004271,4.964133887423403,4.154033203322111,243.77939612565913,1349251333.1605897,71.44211967644878
patch_000015.npy,2,1026.0,41.82330466571442,101.1849622839539,98.15628616101743,2.4306353503635743,4.649816124416071,194.95526396278498,1406599096.6554856,65.6316529734986
patch_000015.npy,2,1143.0,44.16344184302474,99.69097694595382,37.95028807977183,1.5271105383420558,8.426412074042624,62.448165341828165,1415035649.9441473,20.726676875450348
patch_000017.npy,1,1011.0,105.84783208058438,81.86816242834544,102.91429298546149,3.505887055694896,5.215467012611946,97.58663881782581,1371191720.3155427,23.083561868235133
patch_000018.npy,1,1063.0,75.14783438807713,42.22208847408433,81.26191401689715,2.822848949089364,3.013076230417674,77.37737625666769,1357257718.6028626,18.086389945063654
patch_000019.npy,1,1032.0,107.12693327495172,72.42750866614847,26.090646306176268,1.5405723875690727,2.6541338716330167,141.53260235800843,1347877712.0766962,46.40218514460042
patch_000021.npy,1,1024.0,107.75847241443304,54.664740811980664,72.15314518064767,2.9734294943067727,2.146122183448781,43.097702731852976,1392533750.0164015,11.440700037489108
patch_000022.npy,2,1075.0,32.03455790229632,12.965277732785694,11.96058213468774,9.670397617117372,6.091740068229865,98.54433206770098,1383337752.066731,34.94819480771778
patch_000022.npy,2,1080.0,84.7963275088326,93.62338595381414,80.80581161794339,3.063089488486089,8.944790367424272,107.22103515869098,1374124441.2307231,37.506542986664
patch_000024.npy,1,1154.0,66.42654748265137,94.20519069615136,51.13588392475924,2.36366011995697,3.0347976332517144,167.73444719860743,1344681888.6062126,76.71026259598374
patch_000027.npy,2,1044.0,83.63079913254384,67.6226349940597,87.26691778455256,3.0362873362336544,8.170495018248229,171.94625708578374,1373266069.889106,73.16460113866748
patch_000027.npy,2,1108.0,99.41532794393913,112.10247539259942,114.83988336152629,6.175096610968765,4.2614541296176425,231.7030616912101,1369614965.5910032,59.35431983291267
patch_000028.npy,1,1037.0,20.075270343641506,58.66984241021322,123.60836359612716,1.4102551701764054,11.358283949407813,54.733139160107356,1351787868.2279701,33.15455867180267
patch_000031.npy,2,1051.0,41.63908122195872,79.59194252194649,119.64121203776432,1.8306282715481168,6.788873536376432,184.02760365165682,1386080681.01708,54.692900756529596
patch_000031.npy,2,1120.0,39.41045109044504,34.46848279006528,46.778038990626186,2.63530063286244,5.6456251140455604,96.34780579027124,1396006621.0357442,62.84082970487074
patch_000033.npy,2,1060.0,26.561125913153404,32.40644235689146,21.26763523084969,3.6205502703409858,3.9103031408416182,86.321043822051,1365083341.2402534,22.603824072381773
patch_000033.npy,2,1139.0,8.618267996512373,103.89063035961686,116.1967804843552,5.466341945069942,5.985229381327308,134.52840376673728,1352742030.1683903,76.82942002203292
patch_000035.npy,2,1088.0,102.66172161548752,19.247374895402572,122.7211115767839,8.011517290509879,6.104974366929062,62.43020652537436,1403185700.1133442,29.347084772644983
patch_000035.npy,2,1091.0,124.9169463710017,62.47950295053124,104.73998435416271,4.780045064900284,5.902047108468643,66.88513353320768,1405682633.2981434,40.39580402874518
patch_000036.npy,1,1029.0,59.38226103416142,126.06652234328158,24.418352720129775,6.194508340988477,2.287581587676736,74.47838501479232,1399081186.0303528,16.228206252856793
patch_000037.npy,1,1148.0,6.970397079114889,52.63317445275595,80.35710556232749,27.119816480215277,3.672662565950213,170.9747521842896,1374184092.6099908,64.65707185494888
patch_000038.npy,2,1021.0,9.756453001568048,90.1366264841734,93.6083455409331,3.385267700902725,6.253946520113672,134.6312034172827,1355658375.6105914,64.29411309223057
patch_000038.npy,2,1104.0,13.49666201015961,43.04029781304996,89.17068209157316,1.096514397961072,7.753375552641781,258.0105275059311,1356232791.4972298,71.82673392246102
patch_000039.npy,3,1071.0,70.21842855975288,1.7727336147526103,50.38391916757587,3.495634167353455,7.535766321049245,161.36539164084834,1344777620.1567407,78.08408677639905
patch_000039.npy,3,1078.0,93.57963447614179,67.86711732480632,23.446507183718268,12.403784218387347,2.088022005262692,45.91688667401879,1348215996.3808649,20.806407201492483
patch_000039.npy,3,1124.0,31.049527230661425,120.48541190796601,11.814624163088638,5.386539805900217,4.339923857061972,118.83183556589941,1349706168.0834754,55.16163487077765
patch_000040.npy,1,1125.0,7.333537814766714,7.841045524063134,103.84828477932135,16.109584126542877,3.8965357733860957,103.5545641196385,1405806689.6548052,63.698703679976376
patch_000041.npy,2,1096.0,61.00141607771005,124.79390547752797,104.64956478929992,3.242500192111401,2.3924926652438043,57.26116996920074,1388111399.6981168,15.433638061108587
patch_000041.npy,2,1179.0,28.275895514897485,109.56402855061094,48.36249732182526,3.4716522596907393,2.0727968637739655,208.35285131900557,1395789262.9845064,69.5163757795139
patch_000042.npy,1,1127.0,68.47251168816686,40.13321296755862,113.92569577774947,1.1800195829826097,3.0635970177736143,193.02006266577442,1369735707.5358186,48.94313293470244
patch_000043.npy,1,1146.0,12.415834172946205,53.28443116332943,126.00269149214256,2.0295793959068757,4.458432538422428,163.05008715579396,1351479911.7509456,80.12541919214905
patch_000044.npy,1,1144.0,77.57614249041882,38.21186653742353,100.0455658975934,1.8645244277770536,8.33817859643971,149.39042897684087,1338484406.4037511,45.84801992827778
patch_000045.npy,2,1054.0,22.862423554254946,67.79445317242016,25.77515439517756,18.213317573602925,4.556243287216828,147.1715565488037,1416754045.573535,38.66740081237455
patch_000045.npy,2,1141.0,48.75571654125682,8.991259926214752,106.80597252663912,5.895180403080301,4.314476244216149,212.35588514519185,1405395289.9274936,55.86461502039815
patch_000047.npy,3,1132.0,47.36664599586794,25.594524024082602,96.95948871760345,8.919378717872227,9.755657254474592,140.02243721135983,1371980400.9162045,68.71203583414334
patch_000047.npy,3,1138.0,55.13569661167975,54.37394454227092,51.136609877039746,2.4616463237479698,8.593680034361732,170.56117543564318,1378079872.9676921,83.32483510189158
patch_000047.npy,3,1155.0,108.53286028449378,35.63543809932412,49.175162279560766,10.531353785378068,2.324787120339823,144.1970003693701,1378342171.416132,50.87500981678457
patch_000048.npy,2,1002.0,30.48969980100057,29.300078400071015,69.80696441668272,19.432877171646453,2.2949477013731796,51.715692447380576,1358744958.496809,17.55548088722704
patch_000048.npy,2,1041.0,15.119277891130366,73.98062082830847,22.191917113586896,1.7903073242936913,7.325402080369044,156.04126025466334,1364962094.0240974,59.719353930081105
patch_000049.npy,3,1047.0,5.538548199068487,84.95418144579048,93.05918694429477,3.4804930011692985,3.097521102630722,154.49975442808602,1339366170.3921814,53.41663386532521
patch_000049.npy,3,1081.0,40.94969448858319,27.41306217046599,16.86159769411813,1.5200833923892336,5.693504552379338,210.9922611534859,1349059191.0820415,81.59680572887993
patch_000049.npy,3,1156.0,70.15343000499414,15.520693855234185,75.58877515732968,5.701340108987137,6.912735819159439,151.5290772439412,1341576237.2003279,62.93208463072329
patch_000050.npy,3,1034.0,73.75859995347201,72.7193033159048,71.12320369730756,3.5205883277696897,4.566954621266063,138.96531276025823,1410374714.191304,34.721617143574846
patch_000050.npy,3,1038.0,37.31564544287818,15.851724928332082,20.544222986958204,4.924932632765986,2.867402595483686,109.2943671357857,1417493620.4977903,68.38159429455963
patch_000050.npy,3,1099.0,95.76797933048812,19.863351491220556,54.04556936200304,8.94416616750199,4.043058730243312,279.5431245699682,1412770353.1884174,72.89771531950764
patch_000051.npy,2,1111.0,71.82644013358077,21.94544643351037,123.3029388436056,8.426869878940233,9.477137538525719,57.37120637824534,1385585578.2174635,21.820430526485886
patch_000051.npy,2,1181.0,67.34105952543939,126.84766399657218,53.34400131271414,1.0612593618675616,4.461608571167769,84.44218516281177,1395106334.5044255,31.32873942786047
patch_000052.npy,3,1135.0,125.67133829115215,78.54431211963112,70.04586532554362,5.838536755916177,4.891259030572309,169.0645833521765,1375556306.3782883,63.903888391914876
patch_000052.npy,3,1157.0,25.345595916066316,53.103928601299046,73.08358475468856,8.712732176057742,3.4737338097568773,265.7399174952069,1375151763.798738,73.0778917355541
patch_000052.npy,3,1163.0,1.748446173477305,80.28391941937043,24.07565445564751,3.804605571284604,5.7467905712287095,99.51351683920726,1381707488.1004012,30.385111536424407
patch_000053.npy,1,1055.0,1.0535131947020773,36.073166441245455,83.43951960898505,6.084674173574228,4.472173811249997,69.75380024090667,1356975359.9618216,21.844928659900418
patch_000054.npy,2,1119.0,24.686565382663503,37.081446186950565,1.1175389154338973,5.613487812264137,5.944177415833779,178.9452431158719,1351079492.5883932,66.32235673141042
patch_000054.npy,2,1178.0,64.8624344262318,124.01960544188648,105.7312004784826,3.4348168010975484,4.603077659209006,201.9861898816724,1337767668.2340481,42.71047670107956
patch_000055.npy,1,1003.0,20.074056795214403,79.29225951735768,84.1220218224581,3.4566894921084517,2.472228222551416,60.665016366764334,1408556687.3607666,22.51579972891414
patch_000056.npy,2,1052.0,61.326205701307856,65.13017995737133,50.40785767302111,6.793168234388358,3.077060220396011,95.78861401045411,1395508777.8578484,62.38973846241862
patch_000056.npy,2,1134.0,95.79663335554017,117.24078060894357,49.46652340591913,3.7719324742138913,2.912880918682756,256.22026526665604,1395637851.2603126,75.92096359805099
patch_000057.npy,1,1077.0,9.628285823693545,114.80736051497388,21.21193392397697,4.811851918249426,2.230439234391333,32.35978823575324,1382092497.5881763,18.027314797129065
patch_000060.npy,2,1043.0,15.474373198990918,42.837182384781556,21.513896887815598,8.727358597320276,7.789655684522581,229.24243094922238,1417356464.9160519,58.46982882706889
patch_000060.npy,2,1170.0,33.964464439960636,78.00854369582805,66.37539883975307,1.594760574023757,4.019854665312443,69.1717135140284,1411039917.271231,32.56936899132778
patch_000061.npy,4,1015.0,1.3964585773562135,49.567432394049035,42.06820005421753,1.1816439909250738,6.954837282415717,116.76244576574824,1396653122.731692,56.153141814277824
patch_000061.npy,4,1097.0,29.277406776732334,52.698894228773156,116.17715253907087,1.5845392813497634,2.5434404902566197,69.97427607021768,1386549382.980892,34.77433156608236
patch_000061.npy,4,1153.0,37.83208786212788,88.11948292266044,70.58659510471549,9.782442563867814,4.296581648386189,148.42090727500874,1392747649.6417549,37.988040427538934
patch_000061.npy,4,1166.0,63.32251820396783,123.54853390027728,17.449491494919698,9.670916251937552,3.7908902357551035,97.46391551415333,1400042208.2735193,39.44439395758018
patch_000063.npy,3,1066.0,18.567567230695886,6.488234266408654,96.70921410563506,2.365427819261911,11.804691041332545,96.70507886197477,1355257284.581776,34.584108178855544
patch_000063.npy,3,1084.0,86.5986590554133,8.364194178562457,69.85354820891314,21.413545804346004,9.322104642309194,237.43103741709672,1358738903.7446022,62.237664794229055
patch_000063.npy,3,1151.0,65.01655733266495,41.385973567268536,98.51872686078462,10.416733441007848,3.2654450216882696,102.59923800081263,1355023337.4354017,28.174931168879542
