source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,40.90890054834925,100.65635044957325,1.3412087481851636,-0.5838337076865368,0,0.0,0.0
1,34.76645929782477,101.46439395471981,0.3271362481005873,-0.6141334513948331,1,1.8791044812812976,3.364981060730168
2,51.225851459725355,105.81294472354517,0.3289180959329163,-1.0911975765637265,1,2.4520034398578976,2.344953498958471
3,85.8070715096492,38.02607669313658,0.568274193706674,-0.4660825039689926,0,0.0,0.0
4,48.949633294979165,101.61720670955773,1.182641609918287,-0.6375495730876015,0,0.0,0.0
5,32.287433366260274,19.214423443014116,2.1021835662714756,-0.5423986229299615,1,1.6732640948963462,4.1813558790162375
6,112.67930778983434,87.32975574197714,0.2475118789820682,-0.381121915545981,0,0.0,0.0
7,83.89087075708048,90.125223052328,0.4442389411022799,-0.7933423714216696,0,0.0,0.0
8,104.1127511562987,105.81661208241151,0.47437436571810665,-0.6875619891678435,1,4.289206993653108,2.0683569816297354
9,82.40770578226501,39.34679861218645,1.193908713745386,-0.8463461926258908,0,0.0,0.0
10,97.02647224511522,30.256995179140713,0.33174300479646635,-0.7180857076892019,0,0.0,0.0
11,44.42844541795626,117.93563559893275,0.6460438104498144,-0.7514885130776574,1,3.7944588669076755,3.88183901180742
