source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,117.85106105171198,100.55708790878502,0.18701692382413554,-0.7509610359614074,1,4.953003276645209,2.6704122606053673
1,106.80490088833115,55.52700940142211,0.5572096657235269,-0.7698478946852243,0,0.0,0.0
2,106.81296959125818,96.17730627759815,1.8445521847060105,-0.6177331183587977,0,0.0,0.0
3,21.230997575485688,89.20351921902814,0.8954934477023356,-0.6230083267002372,0,0.0,0.0
4,79.37750016254368,109.74817253455798,0.8690323018928844,-0.6804620004750201,0,0.0,0.0
5,82.04140048026534,50.400599336767684,0.5599974696611931,-0.573282239774219,0,0.0,0.0
6,105.4965501310803,43.511453134547295,2.235847829201419,-0.4955155378958297,1,1.7998525968602628,3.662007891572618
7,65.850161909229,41.529424436118276,0.2981503187250656,-0.5842763437415321,0,0.0,0.0
8,73.92165638369387,16.170942044849326,1.14754893820572,-0.6363993829900271,1,3.163301491495215,2.694244245008679
9,33.06516204293669,105.12732889490273,1.4393385747643812,-0.8756713065329664,0,0.0,0.0
10,49.46627807739715,33.09343956508826,0.5163024157365373,-0.684443937357785,1,2.7870482479734413,2.0848493479096204
11,95.78429782549107,73.32311224868243,0.32309339332785303,-0.8528672428733806,1,1.5852866095303837,2.554172990901412
12,101.52963069599518,88.19114717512964,3.1392213239905282,-0.8597748985094738,0,0.0,0.0
13,20.55789630689084,47.21565356086517,3.542094101090633,-0.8807011634108552,1,4.522635568971582,4.831540433132342
14,51.389539444356274,35.47579363250959,0.8092392166847409,-0.7993854201399931,0,0.0,0.0
15,37.5004236355345,45.43363021895039,1.116408233076526,-0.6852110432826869,1,1.637727713065635,3.1914697395659593
16,28.758911184602546,64.48292492148089,0.2247582893472922,-0.6190887639058096,0,0.0,0.0
17,83.551007623505,116.06944139604398,1.7987440509177506,-0.7134098922858269,0,0.0,0.0
