source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,37.03561251877918,111.69082163452616,0.38976612482169093,-0.7976036712080726,1,2.4028255558512637,3.1747435218786038
1,43.70248137190835,90.70577810109226,1.8499439697506608,-0.9658101530748626,1,1.643709219911117,2.0335286218331703
2,10.905048077469763,23.788276334845484,3.457842950255688,-0.8260700918514374,1,3.8236626311931725,1.5929905443980705
3,13.577434798964541,93.44645751335577,0.9090739360989962,-0.6179084016962004,1,1.6054085969780454,3.1375219015555915
4,74.50013702862127,60.24885256985605,0.49036240060519787,-0.632138937308312,1,3.4262794844290667,2.3913176743144398
5,74.51095735797341,99.85067992129746,1.3004839699882076,-0.4154190149392462,1,1.8842362823422854,2.597821609966865
6,63.1890478266412,34.75916288487984,0.5235306701941046,-0.6533168129118768,1,1.7796995966705895,3.4006562592740748
7,37.15287165411632,11.79592739034119,2.2077326916152207,-0.8847701545788068,0,0.0,0.0
8,68.6039745113132,33.15040362828432,0.9594825897124762,-0.4976639891418373,1,2.3023756222328844,2.679910880285587
9,67.35216520363795,92.17506756766196,1.2390744154941689,-0.5998609864247184,1,4.748659853856283,4.340329160407389
10,87.83414702447915,43.75768767683499,1.5908008004426695,-0.7838295228629014,1,3.9259277080725465,4.225608014548863
11,81.12982880019185,53.38517053256332,2.0897348637546975,-0.8629266910624833,0,0.0,0.0
12,63.86168731279904,33.10728477140145,3.7621642686976764,-0.7699930550568558,1,3.252489533780947,3.800303693326901
13,104.71578367495825,112.72752575659108,1.0512253059559382,-0.6259556475477621,0,0.0,0.0
14,88.82645122131959,93.14141883351557,1.8205661985875363,-0.600991839985235,0,0.0,0.0
