source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,116.46614373344359,63.47556336251233,1.1689943951159925,-0.8504628444057262,0,0.0,0.0
1,32.874373643278695,91.81134201458893,0.33707797103092585,-0.6369550980028822,1,3.467460847221856,3.229027059880549
2,114.89546605307271,54.58783743803752,1.8207502540404097,-0.7932800744725346,0,0.0,0.0
3,16.386975190371565,94.10886519887012,1.1635561470016837,-0.6267595318760046,1,2.457478466651832,4.669968529242258
4,33.28548550655418,13.037605039830101,0.1537824327275323,-0.7286079337377214,1,2.1408338364362764,3.6369684724026365
5,10.824451576506346,108.67662220737091,1.8081185966071254,-0.5926561773872383,1,2.7427512580084588,2.47471731665503
6,71.9854825944549,64.33965145741348,0.5167447852076406,-0.6616643131974376,1,3.2908253125759934,2.6517282363558055
7,11.82476217289187,47.22318195778535,0.41374891616704335,-0.7619443963862162,1,4.624028742216271,4.15649982372007
8,109.7455595377668,41.104958373926756,1.7716488572628362,-0.7652434503716373,1,4.438268802169675,3.5479418004453467
9,45.10742852736666,55.883167819139,1.0343741956888737,-0.7776972146388524,0,0.0,0.0
10,40.831352239082804,87.54259201824206,0.690983136034751,-0.8501502947149058,1,3.042727829328408,1.7321598975602592
11,23.13107703539373,32.20252969079976,0.9678355412760508,-0.4914994473278196,1,4.0656701023335415,2.1052125668896777
12,113.75133622986714,18.89464873326387,0.35275449263711245,-0.829520301373276,0,0.0,0.0
