source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,52.26413272964393,26.650872598080078,0.8085597977348727,-0.8606387945105053,0,0.0,0.0
1,68.42893399763503,77.30898609269747,2.2960052136973563,-0.6199288540914573,1,2.629101231232854,3.732357852388331
2,36.76875101844965,84.5766792917265,0.7476168387138039,-0.8705871428111234,1,4.903171790816664,2.0903317379024138
3,89.94239056899133,10.362626482429087,0.289156474416377,-0.8614108918151453,1,3.898418989173013,1.9277304882902335
4,103.02766802863016,19.015707357725006,0.6695995376974001,-0.43058614456304434,1,3.819418006618603,3.707176165275414
5,30.916062407974454,12.889858889135628,1.89650447797091,-0.7121673193989612,1,3.5793401125157134,3.5531869707757453
6,97.7243872266313,11.774819183088923,0.631822928735266,-0.6234457037620899,0,0.0,0.0
7,73.3852991438166,71.24813824281233,2.8750111795408793,-0.8907459639169373,1,4.102502031496274,4.738153678072266
8,73.6062073959572,45.328526415029614,2.0026105286215437,-0.7119556410866268,1,3.7023167192671296,2.322325838840328
9,100.12664879716442,91.17948617269037,1.260754281145259,-0.9995000030472472,1,2.4366178467936828,4.240783161019478
10,45.27158779223643,82.81883181397585,1.2409688725203099,-0.6893471330256319,1,2.572791973262352,1.6222166012745158
11,106.16721634388557,35.59115359481869,1.604390675785527,-0.6344363937534793,0,0.0,0.0
12,35.1107137480453,26.404052179017203,0.26362253878335723,-0.46357524292831775,0,0.0,0.0
13,81.48138981517769,14.878406336498012,1.3250335326991616,-0.600208396952615,0,0.0,0.0
14,88.17323792628306,80.78707513496796,0.3700434870676861,-0.6572354173690053,1,1.9607543074339293,1.9012057057448621
15,24.09698035278575,65.41181620830287,2.8463805043315875,-0.8069996034252223,0,0.0,0.0
16,59.612013191674,84.95682836444178,1.4666195022613648,-0.6009386021623814,1,2.789981185456374,3.9457055902344544
17,31.421778290739095,25.18372540827836,0.13140119889240598,-1.0360759251306284,0,0.0,0.0
18,38.290681110906675,14.652530613909212,0.5826129394182779,-0.8044969514972697,1,3.320647193050738,1.5584053682036956
19,30.930714671526523,51.63161271973347,0.6876487024059728,-0.6970654173947187,1,3.4423416964260403,1.91854378773341
20,21.04171988370042,40.18128526512654,0.2612658168780687,-0.8668642068399026,0,0.0,0.0
21,29.32771627525113,48.982602128212356,0.9949723707785362,-0.9661516651786655,1,4.801201267279212,2.4450574994913596
