source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,35.93348414818473,106.68038939727856,0.10375068403367463,-0.8488643316125236,1,1.694782574552076,2.715501060922065
1,77.93612143721103,42.94739271712107,1.5604085013275684,-0.7160767091551082,1,4.255084665928515,4.809141348601939
2,15.593342084687535,111.60281018076682,0.41887694800840103,-0.6889032760982055,0,0.0,0.0
3,32.60054313467634,28.273619115980985,0.6235390377758833,-0.5831003640903537,1,3.5012270151740297,4.726214208852251
4,76.31764831808968,75.31124383182402,0.2509910080729085,-0.871041957241563,1,2.6192506029828966,4.0688428676777555
5,36.15466087937237,12.49707694891703,0.109321076923175,-0.8944412241964733,0,0.0,0.0
6,18.85280536114477,113.54291351347666,0.8807334204766987,-0.7657066329068932,0,0.0,0.0
7,35.34137224220437,67.68999230006565,0.8775836065535565,-0.46512264109902496,0,0.0,0.0
8,108.32806644971564,83.22214921457062,0.5986701547519998,-0.8058871508241839,1,2.3513706333549056,4.960240938719526
9,26.261763336771104,21.83046709197116,0.5165356269624779,-0.6695861736480486,0,0.0,0.0
10,103.65688478692235,29.849899804086213,1.4334051975413369,-0.4536072593848103,0,0.0,0.0
