source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,20.15426243766862,29.94728725803792,1.7142334767295782,-0.5568961366465054,1,2.420803528043675,3.4976715592904872
1,106.38619228776889,48.09202131207396,2.117304350422424,-0.5832143352083612,1,1.6862946152594398,2.3739674594201343
2,110.3574171962239,10.158473453957283,1.201309149074982,-0.4051329578388627,1,3.6831466491808604,4.983300802191872
3,93.4921260017278,21.640243274827764,1.9517934763685023,-0.6567182902727601,1,2.4739022684161354,1.8114245954858572
4,77.56313633304404,69.48925081110374,0.12353584583229844,-0.513195265704107,0,0.0,0.0
5,11.635055684561062,12.353887175673952,0.434944842160781,-0.7263321198990893,0,0.0,0.0
6,11.806429305349294,73.18988861337779,1.5172193617056076,-0.5666525101912671,1,1.9593136430880753,4.195288472840421
7,103.47482953438714,98.69227959627436,0.27450208236301255,-0.6924985603359699,0,0.0,0.0
8,14.402291961162815,45.07884467161636,0.506021665407899,-0.8728146425183265,1,3.3125805944641864,2.5447468916225104
9,71.53952867731402,73.71835594192149,1.6803968266088085,-0.6636792375149783,0,0.0,0.0
10,63.597046889100916,61.53964890020655,0.5869869993319208,-0.8141697296421746,1,4.636288460577401,1.8630617838873111
11,92.72859687360427,43.666312487568035,1.5025225392428647,-0.764519510685917,0,0.0,0.0
12,30.23971554448985,69.91123226808303,0.19710138804312233,-0.556120575583144,0,0.0,0.0
13,36.330469878442585,21.21769580269085,0.422343592401087,-0.8802111964151734,1,3.743965782971339,4.278829088297273
14,58.75172358337371,102.1879744298307,1.8974335163431701,-0.7200395050997056,0,0.0,0.0
15,71.7929742111392,32.45528096276243,0.15926724897465555,-0.5584434138907213,1,4.087664918305167,3.834209469071416
16,57.92988900396616,106.91639838191851,0.46673538931774006,-0.667704810168438,1,4.465746986621117,3.4197966576188867
17,80.27599706382668,106.54751848734915,0.6780965516947527,-0.6969501916728784,1,3.211686915376049,2.0504396887086616
