source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,77.10937498584062,24.693663749399605,1.6001491585454246,-0.6172834919216634,0,0.0,0.0
1,70.82155999714283,88.11580464324429,0.33462493501697843,-0.6135123062727721,1,4.3924358077357475,4.073725715688925
2,85.50702318000783,71.39967969288982,1.0006360936605785,-0.5384673357527384,1,2.548131879155304,4.288805819886672
3,107.34222247071304,59.88945966998419,1.1045857057391344,-0.7848762041928402,1,1.8537007110127495,1.8356116000852867
4,83.90704838853836,114.59105164602204,2.4773618978976057,-0.7688256882457765,1,3.368308170800833,2.6396745671689614
5,34.10604807500093,65.53869096929608,0.47189215848998234,-0.8676746833286944,0,0.0,0.0
6,29.888470056202937,51.05669194894076,1.1715728851053477,-0.8400027068001238,1,4.369184509335449,1.6701441170794131
7,117.21770398667678,70.73530259541374,1.313305824936698,-0.6314570384319663,0,0.0,0.0
8,69.96301398219856,35.92065050950458,0.9318168369063378,-0.47897037846631707,0,0.0,0.0
9,78.7669208998155,47.37968608640547,0.2434813983891407,-0.7445570382486995,1,3.731797942436583,2.663470799955052
10,48.098812592603274,66.30016933832383,0.4330278700495148,-0.7245520021621528,0,0.0,0.0
11,20.6735661047367,49.2192217880528,0.21103834896861973,-0.7935928092837119,1,2.6062189806904072,2.9121830137415685
12,38.56945827453334,69.9803796579848,1.0886126443445918,-0.8439361867873604,0,0.0,0.0
13,26.907133267274556,75.50604874131429,0.4212080988129083,-1.020459095630699,0,0.0,0.0
14,80.79036725475116,64.96050929869503,0.2437913625573221,-0.575455218307774,0,0.0,0.0
