source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,19.799267636336253,12.907641924156067,1.3110982863552938,-0.9658808027962571,0,0.0,0.0
1,115.07683810143493,37.598876952594416,0.4369858694408906,-0.6628451216771094,0,0.0,0.0
2,99.99744564506584,89.07577397766468,4.060552926760747,-0.8980864363640231,1,3.8309249132415184,4.221875034230156
3,90.38821506897212,91.86591275233394,0.2201014635504652,-0.8500738076328396,1,1.6874970651880927,2.7837829485536965
4,62.6757134998173,68.20324007140127,4.361870045548009,-0.8127681984153164,1,2.0741218686045735,4.136477434338264
5,108.07065985819507,73.94350411602848,0.6051991126198166,-0.5736586933972029,1,3.0547060082971993,2.902080870746507
6,106.43906221462495,28.313932298118946,0.5526750435757256,-0.7084024845309652,1,4.914546516561641,2.666253597737461
7,110.51839141834634,85.81853053735364,1.9353953062674618,-0.47760326140156173,0,0.0,0.0
8,34.44195855541846,28.918795489897285,0.23117006883653782,-0.8315276445451197,0,0.0,0.0
9,77.58361733442176,56.80406093715162,1.8469015580440107,-0.6002191072897394,0,0.0,0.0
10,40.47435818279963,47.886683902077294,2.36971629363211,-0.6514451680659755,1,3.807144349263279,1.6891023184890872
