source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,64.09188976975494,33.20239285020701,0.7159124356221345,-0.8929140983285291,1,2.137530892899557,3.0873613290814346
1,45.539708971825455,74.85355627739642,1.0476863316040115,-0.946002667310358,1,4.055837318805908,3.1015154589642817
2,56.10075236801794,101.40489633956307,0.6918224120816222,-0.7863334087304431,1,4.988458153032084,2.2066660950178263
3,47.99137590177475,18.534427912584142,0.2475868678257992,-0.47654604772775744,1,2.810913634482808,3.5526210340180264
4,115.22285509532017,32.090575518136504,0.553956448748353,-0.4847932178134452,1,4.889069461266495,3.365213038418512
5,116.67884173361885,69.88597941200487,0.3206217129738725,-0.6308152702679358,1,3.851237803154887,3.7083361588127133
6,73.21573854419273,69.9224206766888,1.5941415723270802,-0.6385034694444089,1,1.9061200050130984,2.3958366313893764
7,92.41222591006873,76.59827420822435,0.723106272428657,-0.752733666171874,1,3.5984856574797304,3.1931617383816704
8,42.24146508603657,79.8153799811967,2.0242472591267564,-0.8826024459528914,0,0.0,0.0
9,46.14742879551496,76.17739351535052,0.2541932029218915,-0.5766054437381456,1,1.8296886050605694,1.7343265433216046
10,78.97443107603634,81.5539384179694,0.4435058377871238,-0.7690087963000216,1,3.3305515116226037,2.0425602991681777
11,77.10342321493455,26.028629032921174,1.3902902428642383,-0.6287504266617449,1,2.0780658145478994,2.9909696080824473
12,109.4820894214847,38.49554895677058,0.1303148168692579,-0.7283734149337928,1,4.143704304461632,2.447953882934128
13,109.7175802472105,18.71872413380083,0.6387993218170677,-0.691809892407586,0,0.0,0.0
14,49.90290411262035,56.404538949032,0.26376771041166036,-0.9003619351872605,1,2.0276963166149833,2.6379039484776787
15,49.893742386839044,46.61198977417753,1.3463346707201946,-0.770216068128625,0,0.0,0.0
