source_id,x,y,flux_ref,spectral_index,is_extended,size_x,size_y
0,11.164743891860878,92.62680463836709,0.7085700297652693,-0.79230969089463,1,3.0788648019314104,2.4760613892529952
1,52.194675261838995,77.47342180369765,0.2610562005904298,-0.574666985382508,1,3.7010943856112872,3.2784656774368472
2,93.53376665006888,37.28130003966248,0.9909319886688783,-0.5935169740719763,1,4.859053723002015,2.3697779384173208
3,61.0254762106705,107.89827178242541,0.9322750171642151,-0.6783238554246691,0,0.0,0.0
4,47.833157529102024,97.43761299326295,3.6812602056188695,-0.7890882551973407,1,3.503211911647031,2.7761389825702047
5,41.62317352348926,69.65015581427417,0.3036572494368263,-0.7130498834921727,1,4.4043578088661235,2.383802976680917
6,59.75949646613164,44.392302608091214,2.372537896550473,-0.7610854198804531,1,3.575189462153568,1.989319828075087
7,60.44825003040155,45.575249241858224,4.529241159026816,-0.554186793841674,0,0.0,0.0
8,43.36259763351977,55.096877870633286,1.7194868891323722,-0.7114982104912286,0,0.0,0.0
9,60.084274481588864,33.793666683822565,0.7815198180869386,-0.7093952045318505,0,0.0,0.0
10,29.088537358377184,21.864434998336474,2.247584507706881,-0.9765528186772621,1,2.4301737062881954,3.048329364148024
11,64.14395672039643,113.13701859297346,0.4484127437113872,-0.7184546213605775,0,0.0,0.0
